order_id,product_id,quantity,unit_price,revenue,product_name,category,cost,selling_price,total_cost,profit,profit_margin,customer_id,order_date,status,customer_name,city,country,month
5263,4299,7,844.15,5909.05,Face Wash Plus 4299,Beauty,593.67,881.65,4155.69,1753.3600000000006,29.672451578510938,2128,2023-07-28,Completed,Hamza Malik,Hyderabad,Pakistan,2023-07
5264,827,5,919.61,4598.05,Vacuum Cleaner Plus 827,Home,676.88,979.42,3384.4,1213.65,26.394884788116702,896,2022-02-28,Completed,Sana Chaudhry,Lahore,Pakistan,2022-02
5265,486,4,1162.16,4648.64,Skin Cream Pro 486,Beauty,1024.58,1198.82,4098.32,550.3200000000006,11.838301094513676,1364,2025-05-19,Completed,Hassan Khan,New York,USA,2025-05
5266,6140,6,999.14,5994.84,Microwave Premium 6140,Home,851.91,1113.55,5111.46,883.3800000000001,14.735672678503514,6615,2026-03-29,Completed,Hussain Iqbal,Toronto,Canada,2026-03
5267,7128,2,1789.86,3579.72,Keyboard Basic 7128,Electronics,1408.04,2080.73,2816.08,763.6399999999999,21.332394712435608,1626,2026-04-15,Shipped,Hamza Buriro,Hyderabad,Pakistan,2026-04
5268,2246,3,683.63,2050.89,Jacket Premium 2246,Fashion,479.75,756.31,1439.25,611.6399999999999,29.8231499495341,603,2023-01-28,Completed,Hira Chaudhry,Rawalpindi,Pakistan,2023-01
5269,1909,4,379.0,1516.0,Watch Basic 1909,Fashion,339.73,392.34,1358.92,157.07999999999993,10.361477572559362,6265,2022-02-22,Completed,Sara Siddiqui,Lahore,Pakistan,2022-02
5270,3601,1,523.57,523.57,Air Conditioner Basic 3601,Home,376.65,604.64,376.65,146.92000000000007,28.06119525564873,7459,2022-05-10,Completed,Fahad Ali,Lahore,Pakistan,2022-05
5271,5541,3,1119.43,3358.29,Sneakers Ultra 5541,Fashion,924.9,1137.92,2774.7,583.5900000000001,17.37759395406591,1284,2024-04-25,Completed,Danish Hussain,New York,USA,2024-04
5272,100,6,1291.61,7749.66,Headphones Plus 100,Electronics,1176.15,1388.03,7056.900000000001,692.7599999999993,8.93923088238709,3666,2023-04-05,Completed,Bilal Siddiqui,Quetta,Pakistan,2023-04
5273,5047,5,1519.21,7596.05,Face Wash Basic 5047,Beauty,1173.43,1566.29,5867.150000000001,1728.8999999999996,22.76051368803522,7834,2022-09-03,Pending,Ayesha Memon,Karachi,Pakistan,2022-09
5274,923,7,534.59,3742.13,Face Wash Plus 923,Beauty,433.17,577.11,3032.19,709.94,18.971548289343236,1517,2022-12-04,Completed,Sana Ali,Dubai,UAE,2022-12
5275,4087,5,46.4,232.0,Perfume Plus 4087,Beauty,30.83,47.53,154.14999999999998,77.85000000000002,33.556034482758626,8418,2023-10-15,Completed,Imran Mirza,Karachi,Pakistan,2023-10
5276,4098,1,831.46,831.46,Programming Book Max 4098,Books,544.59,832.1,544.59,286.87,34.501960406994925,6105,2022-04-01,Completed,Sara Siddiqui,Islamabad,Pakistan,2022-04
5277,487,2,1876.45,3752.9,Cricket Bat Pro 487,Sports,1372.67,1931.98,2745.34,1007.56,26.847504596445415,7235,2025-11-04,Shipped,Maham Hussain,Faisalabad,Pakistan,2025-11
5278,351,3,1296.57,3889.71,Tennis Racket Pro 351,Sports,899.85,1320.91,2699.55,1190.1599999999999,30.59765380966704,8338,2026-06-07,Completed,Omar Ali,Quetta,Pakistan,2026-06
5279,6061,3,375.34,1126.02,Business Book Plus 6061,Books,307.03,385.58,921.0899999999999,204.93000000000006,18.19949912079715,2452,2022-12-04,Shipped,Maryam Memon,Rawalpindi,Pakistan,2022-12
5280,3570,7,422.57,2957.99,Headphones Max 3570,Electronics,418.26,460.55,2927.8199999999997,30.170000000000073,1.0199493575029015,2360,2024-09-02,Completed,Ayesha Ahmed,Quetta,Pakistan,2024-09
5281,5116,5,871.02,4355.1,Dumbbells Premium 5116,Sports,624.33,964.48,3121.65,1233.4500000000003,28.321967348625755,5765,2022-03-02,Completed,Danish Sheikh,Hyderabad,Pakistan,2022-03
5282,1831,7,779.7,5457.900000000001,Jacket Basic 1831,Fashion,665.45,834.1,4658.150000000001,799.75,14.653071694241374,7867,2022-05-24,Completed,Hamza Khan,Toronto,Canada,2022-05
5283,2423,7,333.35,2333.4500000000003,Watch Ultra 2423,Fashion,302.16,378.47,2115.1200000000003,218.32999999999993,9.356532173391326,611,2023-04-28,Completed,Maryam Raza,Faisalabad,Pakistan,2023-04
5284,3202,5,853.55,4267.75,Data Science Book Ultra 3202,Books,764.19,931.68,3820.9500000000003,446.7999999999997,10.469216800421762,6091,2025-12-05,Pending,Hira Khan,Islamabad,Pakistan,2025-12
5285,6621,3,410.2,1230.6,Face Wash Pro 6621,Beauty,428.09,471.56,1284.27,-53.67000000000007,-4.361287176986842,9427,2025-08-13,Completed,Zainab Ahmed,Dubai,UAE,2025-08
5286,4252,4,1255.62,5022.48,Football Basic 4252,Sports,1100.51,1402.9,4402.04,620.4399999999996,12.353259744190115,6164,2025-04-19,Completed,Hussain Raza,Faisalabad,Pakistan,2025-04
5287,9719,6,1984.5,11907.0,Backpack Ultra 9719,Fashion,1471.61,2076.5,8829.66,3077.34,25.844797178130513,74,2022-07-02,Completed,Ali Shah,Toronto,Canada,2022-07
5288,8840,6,280.15,1680.8999999999999,Shampoo Max 8840,Beauty,264.21,325.3,1585.2599999999998,95.6400000000001,5.689809030876323,1640,2023-01-03,Completed,Saad Memon,Multan,Pakistan,2023-01
5289,9308,3,477.65,1432.9499999999998,Tennis Racket Basic 9308,Sports,423.46,483.39,1270.3799999999999,162.56999999999994,11.345127185177429,2216,2024-09-20,Completed,Imran Ali,Faisalabad,Pakistan,2024-09
5290,1311,1,217.98,217.98,Sneakers Premium 1311,Fashion,220.82,254.23,220.82,-2.8400000000000034,-1.3028718231030385,3791,2023-09-18,Returned,Ali Shah,Dubai,UAE,2023-09
5291,8886,3,66.13,198.39,Keyboard Pro 8886,Electronics,62.63,74.47,187.89000000000001,10.499999999999972,5.292605474066219,830,2025-06-11,Completed,Danish Shah,Hyderabad,Pakistan,2025-06
5292,185,4,58.71,234.84,Yoga Mat Premium 185,Sports,51.12,59.08,204.48,30.360000000000014,12.927950945324481,7926,2024-07-25,Shipped,Ahmed Ahmed,Toronto,Canada,2024-07
5293,7517,5,569.79,2848.95,Business Book Max 7517,Books,405.61,581.02,2028.0500000000002,820.8999999999996,28.814124502009502,9948,2024-08-24,Returned,Hira Shah,New York,USA,2024-08
5294,5246,5,691.91,3459.5499999999997,Face Wash Basic 5246,Beauty,522.26,800.35,2611.3,848.2499999999995,24.519084852076126,3795,2024-09-02,Completed,Hassan Raza,Dubai,UAE,2024-09
5295,8008,7,1011.54,7080.78,Shampoo Ultra 8008,Beauty,784.23,1031.32,5489.610000000001,1591.1699999999992,22.471676849160673,408,2026-05-03,Shipped,Maham Mirza,Peshawar,Pakistan,2026-05
5296,4619,5,604.55,3022.75,Yoga Mat Max 4619,Sports,408.6,618.72,2043.0,979.75,32.412538251592096,6550,2024-07-30,Cancelled,Imran Malik,Sukkur,Pakistan,2024-07
5297,7131,3,588.87,1766.6100000000001,Monitor Pro 7131,Electronics,399.06,638.59,1197.18,569.4300000000001,32.2329206785878,18,2025-07-06,Completed,Fahad Khan,Islamabad,Pakistan,2025-07
5298,3299,6,583.65,3501.8999999999996,Data Science Book Max 3299,Books,518.03,595.33,3108.18,393.7199999999998,11.243039492846735,3504,2024-04-01,Cancelled,Maryam Hussain,Lahore,Pakistan,2024-04
5299,4096,4,1550.8,6203.2,Laptop Max 4096,Electronics,1190.82,1680.67,4763.28,1439.92,23.212535465566162,1007,2022-05-30,Completed,Hussain Chaudhry,London,UK,2022-05
5300,9198,3,1524.32,4572.96,Smartphone Plus 9198,Electronics,1303.17,1748.14,3909.51,663.4499999999998,14.508108533641225,6339,2024-07-06,Completed,Fatima Ahmed,Dubai,UAE,2024-07
5301,1883,1,1269.63,1269.63,Cricket Bat Ultra 1883,Sports,885.46,1436.63,885.46,384.1700000000001,30.25842174491781,8813,2025-12-20,Completed,Hamza Raza,London,UK,2025-12
5302,6105,6,51.7,310.20000000000005,Mouse Ultra 6105,Electronics,50.76,57.45,304.56,5.640000000000043,1.8181818181818319,3798,2025-07-11,Cancelled,Fatima Buriro,Multan,Pakistan,2025-07
5303,7571,5,1057.64,5288.200000000001,Perfume Plus 7571,Beauty,861.35,1173.77,4306.75,981.4500000000007,18.559245111758266,4008,2024-07-17,Completed,Maham Ahmed,Doha,Qatar,2024-07
5304,2004,1,1809.58,1809.58,Football Plus 2004,Sports,1253.78,1883.08,1253.78,555.8,30.714309397760804,5160,2026-06-08,Returned,Ahmed Malik,Peshawar,Pakistan,2026-06
5305,6164,3,1148.67,3446.01,Sneakers Basic 6164,Fashion,791.48,1302.01,2374.44,1071.5700000000002,31.095963157390727,9448,2026-06-28,Shipped,Hira Sheikh,Sukkur,Pakistan,2026-06
5306,5341,3,1605.65,4816.950000000001,Face Wash Pro 5341,Beauty,1476.09,1668.84,4428.2699999999995,388.6800000000012,8.069006321427482,6786,2026-05-16,Completed,Ahmed Sheikh,London,UK,2026-05
5307,8076,1,469.08,469.08,Novel Pro 8076,Books,359.49,502.84,359.49,109.58999999999997,23.362752622153998,9595,2026-07-27,Pending,Imran Sheikh,Faisalabad,Pakistan,2026-07
5308,6539,6,428.76,2572.56,Running Shoes Premium 6539,Sports,326.74,456.46,1960.44,612.1199999999999,23.794197219889913,3063,2023-07-18,Shipped,Hassan Shah,London,UK,2023-07
5309,9537,5,1792.8,8964.0,Sneakers Basic 9537,Fashion,1157.68,1874.06,5788.400000000001,3175.5999999999995,35.426149040606866,7262,2022-10-05,Completed,Fatima Mirza,Islamabad,Pakistan,2022-10
5310,5433,2,1696.26,3392.52,Dumbbells Max 5433,Sports,1267.94,1751.73,2535.88,856.6399999999999,25.250845978800417,9427,2024-01-20,Shipped,Zainab Ahmed,Dubai,UAE,2024-01
5311,3936,5,448.52,2242.6,Mouse Pro 3936,Electronics,336.04,494.14,1680.2,562.3999999999999,25.078034424328898,1689,2023-02-25,Completed,Zainab Raza,Karachi,Pakistan,2023-02
5312,5788,4,1809.96,7239.84,Novel Premium 5788,Books,1218.73,1900.36,4874.92,2364.92,32.66536277044796,4279,2022-09-29,Shipped,Fahad Malik,Dubai,UAE,2022-09
5313,9039,1,503.24,503.24,Smartphone Max 9039,Electronics,388.92,587.39,388.92,114.32,22.71679516731579,9711,2025-01-12,Completed,Sana Mirza,Sukkur,Pakistan,2025-01
5314,107,5,534.95,2674.75,Perfume Pro 107,Beauty,419.48,554.01,2097.4,577.3499999999999,21.58519487802598,5204,2022-07-06,Cancelled,Bilal Siddiqui,Toronto,Canada,2022-07
5315,690,5,1471.97,7359.85,Yoga Mat Premium 690,Sports,992.39,1526.34,4961.95,2397.9000000000005,32.580827054899224,4382,2022-04-05,Shipped,Maham Malik,Sukkur,Pakistan,2022-04
5316,1553,2,1812.7,3625.4,Tennis Racket Ultra 1553,Sports,1260.55,1820.45,2521.1,1104.3000000000002,30.460087162795833,6189,2022-11-09,Pending,Sara Hussain,Peshawar,Pakistan,2022-11
5317,2556,6,368.31,2209.86,Vacuum Cleaner Basic 2556,Home,332.66,419.97,1995.96,213.9000000000001,9.679346202926887,4646,2023-11-11,Completed,Sana Iqbal,Lahore,Pakistan,2023-11
5318,5961,6,560.15,3360.8999999999996,Perfume Basic 5961,Beauty,436.21,644.03,2617.2599999999998,743.6399999999999,22.126216192091402,4920,2025-01-22,Completed,Hassan Siddiqui,Lahore,Pakistan,2025-01
5319,4674,4,347.03,1388.12,Headphones Max 4674,Electronics,249.1,351.15,996.4,391.7199999999999,28.219462294326135,6369,2026-08-02,Cancelled,Omar Raza,Lahore,Pakistan,2026-08
5320,5739,6,708.33,4249.9800000000005,Skin Cream Max 5739,Beauty,506.45,787.0,3038.7,1211.2800000000007,28.50084000395297,1835,2024-11-24,Completed,Ayesha Shah,Sukkur,Pakistan,2024-11
5321,9394,6,830.48,4982.88,Hair Dryer Pro 9394,Beauty,612.06,882.58,3672.3599999999997,1310.5200000000004,26.300452750216753,7162,2024-06-09,Shipped,Omar Siddiqui,Multan,Pakistan,2024-06
5322,159,4,1069.14,4276.56,Face Wash Basic 159,Beauty,753.82,1076.52,3015.28,1261.2800000000002,29.492863422938065,8148,2023-05-16,Completed,Saad Shah,Quetta,Pakistan,2023-05
5323,9727,4,1343.7,5374.8,Data Science Book Ultra 9727,Books,1095.14,1412.41,4380.56,994.2399999999998,18.49817667634144,9625,2023-07-16,Completed,Sara Buriro,Sukkur,Pakistan,2023-07
5324,3004,3,1298.88,3896.6400000000003,Shampoo Max 3004,Beauty,1105.73,1459.84,3317.19,579.4500000000003,14.870503818674557,7582,2024-11-13,Completed,Hira Mirza,Faisalabad,Pakistan,2024-11
5325,5110,2,404.13,808.26,Microwave Max 5110,Home,398.56,465.16,797.12,11.139999999999986,1.3782693687674743,9710,2022-11-11,Completed,Ayesha Hussain,New York,USA,2022-11
5326,1646,4,1312.47,5249.88,Running Shoes Basic 1646,Sports,1233.4,1455.9,4933.6,316.27999999999975,6.024518655664505,5184,2022-05-13,Shipped,Usman Memon,Toronto,Canada,2022-05
5327,5830,2,337.51,675.02,Marketing Book Pro 5830,Books,296.44,355.27,592.88,82.13999999999999,12.168528339901039,4137,2025-06-24,Pending,Hassan Sheikh,Karachi,Pakistan,2025-06
5328,2381,1,1410.68,1410.68,Novel Max 2381,Books,869.29,1421.36,869.29,541.3900000000001,38.37794538803981,6959,2026-07-24,Cancelled,Hassan Qureshi,Islamabad,Pakistan,2026-07
5329,4495,2,855.28,1710.56,Shampoo Plus 4495,Beauty,809.1,995.02,1618.2,92.3599999999999,5.39940136563464,1422,2026-04-25,Returned,Maham Sheikh,New York,USA,2026-04
5330,2154,1,935.32,935.32,Yoga Mat Premium 2154,Sports,819.8,1022.2,819.8,115.5200000000001,12.350853183937058,4284,2025-02-14,Completed,Maham Ali,Sukkur,Pakistan,2025-02
5331,8929,5,336.37,1681.85,Programming Book Premium 8929,Books,234.99,346.58,1174.95,506.89999999999986,30.13942979457145,9156,2026-04-15,Completed,Ali Chaudhry,Lahore,Pakistan,2026-04
5332,6141,2,177.87,355.74,Novel Premium 6141,Books,126.19,181.3,252.38,103.36000000000001,29.054927756226462,172,2025-07-07,Completed,Maryam Sheikh,New York,USA,2025-07
5333,8537,3,192.03,576.09,Skin Cream Ultra 8537,Beauty,147.44,196.26,442.32,133.77000000000004,23.220330156746346,1190,2022-04-21,Completed,Saad Hussain,New York,USA,2022-04
5334,9217,3,1906.61,5719.83,Webcam Pro 9217,Electronics,1394.2,1972.45,4182.6,1537.2299999999996,26.87544909551507,6559,2023-10-23,Completed,Sana Chaudhry,Multan,Pakistan,2023-10
5335,2533,4,1132.69,4530.76,Perfume Premium 2533,Beauty,982.51,1290.54,3930.04,600.7200000000003,13.258702734199124,5527,2022-05-09,Completed,Imran Malik,New York,USA,2022-05
5336,4792,2,495.18,990.36,Sneakers Plus 4792,Fashion,493.97,548.59,987.94,2.419999999999959,0.2443555878670341,7664,2023-03-17,Completed,Hira Iqbal,Karachi,Pakistan,2023-03
5337,673,6,961.32,5767.92,Hair Dryer Ultra 673,Beauty,773.25,1024.63,4639.5,1128.42,19.563724878292348,1662,2026-08-06,Completed,Maham Hussain,London,UK,2026-08
5338,9793,1,47.09,47.09,Skin Cream Plus 9793,Beauty,33.71,54.11,33.71,13.380000000000003,28.41367593968996,4290,2025-10-30,Cancelled,Imran Hussain,Multan,Pakistan,2025-10
5339,733,1,1403.59,1403.59,Watch Ultra 733,Fashion,1162.56,1544.51,1162.56,241.02999999999997,17.172393647717637,3583,2026-06-03,Completed,Maryam Siddiqui,Doha,Qatar,2026-06
5340,1547,2,2012.46,4024.92,Smartphone Premium 1547,Electronics,1472.21,2282.49,2944.42,1080.5,26.845254067161584,9487,2024-03-25,Completed,Saad Hussain,Hyderabad,Pakistan,2024-03
5341,9007,1,657.04,657.04,Mouse Plus 9007,Electronics,653.97,734.55,653.97,3.0699999999999363,0.4672470473639256,5298,2023-01-07,Pending,Maryam Shah,Islamabad,Pakistan,2023-01
5342,3953,1,831.79,831.79,Microwave Basic 3953,Home,572.66,858.29,572.66,259.13,31.153295904014232,1225,2023-10-04,Completed,Maham Ahmed,Islamabad,Pakistan,2023-10
5343,7278,6,691.19,4147.14,Yoga Mat Pro 7278,Sports,509.62,725.47,3057.7200000000003,1089.42,26.26918792227897,7050,2022-12-01,Cancelled,Fatima Malik,Rawalpindi,Pakistan,2022-12
5344,6338,5,1339.02,6695.1,Skin Cream Ultra 6338,Beauty,1209.75,1573.79,6048.75,646.3500000000004,9.654075368553126,6153,2026-06-24,Pending,Hussain Qureshi,Karachi,Pakistan,2026-06
5345,1720,1,313.93,313.93,Jeans Basic 1720,Fashion,193.88,317.02,193.88,120.05000000000001,38.24100914216545,9753,2024-09-25,Completed,Omar Malik,Hyderabad,Pakistan,2024-09
5346,6510,5,726.49,3632.45,Cricket Bat Basic 6510,Sports,530.34,782.14,2651.7000000000003,980.7499999999995,26.999683409269217,4024,2022-03-24,Completed,Ayesha Chaudhry,Karachi,Pakistan,2022-03
5347,7026,2,1283.38,2566.76,Microwave Ultra 7026,Home,1140.3,1353.5,2280.6,286.1600000000003,11.14868550234538,9186,2023-06-22,Completed,Hassan Iqbal,London,UK,2023-06
5348,1185,1,1893.15,1893.15,Perfume Pro 1185,Beauty,1245.41,2007.57,1245.41,647.74,34.214932783984366,3195,2024-04-23,Shipped,Usman Hussain,Multan,Pakistan,2024-04
5349,4094,4,1256.76,5027.04,Fan Pro 4094,Home,895.21,1460.15,3580.84,1446.1999999999998,28.76842038257105,5205,2025-05-01,Completed,Omar Ahmed,Islamabad,Pakistan,2025-05
5350,1074,6,586.37,3518.2200000000003,Laptop Ultra 1074,Electronics,377.12,596.33,2262.7200000000003,1255.5,35.685659225403754,3252,2026-02-27,Completed,Zainab Raza,Hyderabad,Pakistan,2026-02
5351,5843,7,1842.04,12894.279999999999,Yoga Mat Ultra 5843,Sports,1358.37,1933.69,9508.59,3385.6899999999987,26.25730168725977,3125,2022-12-15,Completed,Ahmed Ahmed,Lahore,Pakistan,2022-12
5352,915,1,1566.5,1566.5,Programming Book Pro 915,Books,1204.48,1762.87,1204.48,362.02,23.11011809766996,5831,2025-04-10,Completed,Omar Memon,Rawalpindi,Pakistan,2025-04
5353,5986,4,446.29,1785.16,Backpack Pro 5986,Fashion,468.54,517.23,1874.16,-89.0,-4.98554751394833,5370,2025-09-27,Completed,Ali Malik,Lahore,Pakistan,2025-09
5354,7358,4,1800.75,7203.0,Football Max 7358,Sports,1426.1,1802.57,5704.4,1498.6000000000004,20.80522004720256,9019,2025-08-15,Completed,Maryam Memon,New York,USA,2025-08
5355,6819,1,1214.31,1214.31,Monitor Basic 6819,Electronics,895.23,1226.12,895.23,319.0799999999999,26.276650937569478,3667,2023-04-24,Completed,Hamza Shah,Lahore,Pakistan,2023-04
5356,710,5,300.98,1504.9,Webcam Premium 710,Electronics,275.27,314.04,1376.35,128.55000000000018,8.542095820320299,6049,2023-07-29,Completed,Hamza Shah,Quetta,Pakistan,2023-07
5357,2830,5,1714.87,8574.349999999999,Keyboard Premium 2830,Electronics,1195.71,1843.54,5978.55,2595.7999999999984,30.274014939907968,4595,2022-08-24,Pending,Ayesha Shah,Toronto,Canada,2022-08
5358,8939,1,1545.64,1545.64,Data Science Book Basic 8939,Books,1321.68,1646.37,1321.68,223.96000000000004,14.48979063688828,8701,2024-09-12,Cancelled,Ayesha Malik,Hyderabad,Pakistan,2024-09
5359,9251,3,331.04,993.1200000000001,Tennis Racket Ultra 9251,Sports,287.31,358.31,861.9300000000001,131.19000000000005,13.209884001933306,9144,2023-08-03,Completed,Ahmed Memon,Hyderabad,Pakistan,2023-08
5360,1145,7,1811.06,12677.42,Fan Ultra 1145,Home,1340.59,1849.59,9384.13,3293.290000000001,25.977604275948902,2950,2023-12-02,Completed,Maryam Chaudhry,Karachi,Pakistan,2023-12
5361,8781,1,1785.64,1785.64,Perfume Basic 8781,Beauty,1128.43,1858.06,1128.43,657.21,36.80529110010976,5143,2022-02-03,Shipped,Sana Malik,Dubai,UAE,2022-02
5362,1016,1,836.5,836.5,T-Shirt Ultra 1016,Fashion,600.98,972.2,600.98,235.51999999999998,28.155409444112372,3636,2026-05-19,Completed,Hamza Khan,Rawalpindi,Pakistan,2026-05
5363,123,4,1256.31,5025.24,Hair Dryer Pro 123,Beauty,1073.21,1397.27,4292.84,732.3999999999996,14.574428286012203,417,2024-12-28,Completed,Fatima Ahmed,Doha,Qatar,2024-12
5364,1282,7,1166.78,8167.46,Monitor Basic 1282,Electronics,1002.19,1217.0,7015.33,1152.13,14.106343955158643,8787,2023-02-08,Completed,Usman Hussain,Quetta,Pakistan,2023-02
5365,6865,5,2067.75,10338.75,Webcam Ultra 6865,Electronics,1360.56,2072.11,6802.799999999999,3535.9500000000007,34.20094305404426,6841,2022-04-25,Cancelled,Sara Memon,Sukkur,Pakistan,2022-04
5366,9973,5,1359.6,6798.0,Blender Plus 9973,Home,1123.59,1410.7,5617.95,1180.0500000000002,17.358781994704326,9415,2023-10-23,Shipped,Fatima Mirza,Faisalabad,Pakistan,2023-10
5367,5402,7,1686.28,11803.96,Jacket Ultra 5402,Fashion,1172.13,1824.1,8204.91,3599.0499999999993,30.49019142728372,2810,2022-09-07,Shipped,Imran Ahmed,Sukkur,Pakistan,2022-09
5368,2034,1,1663.72,1663.72,Watch Ultra 2034,Fashion,1176.69,1723.46,1176.69,487.03,29.273555646382803,3366,2022-11-16,Completed,Hira Malik,Toronto,Canada,2022-11
5369,5073,6,895.71,5374.26,Laptop Pro 5073,Electronics,767.8,934.3,4606.799999999999,767.460000000001,14.280291612240587,2139,2025-09-06,Completed,Ahmed Buriro,Sukkur,Pakistan,2025-09
5370,4486,7,1567.61,10973.269999999999,Monitor Premium 4486,Electronics,1071.42,1638.39,7499.9400000000005,3473.329999999998,31.652643195692793,3527,2022-03-31,Completed,Hira Ali,Toronto,Canada,2022-03
5371,1126,6,1919.68,11518.08,Watch Pro 1126,Fashion,1392.61,1935.13,8355.66,3162.42,27.45613852308718,7666,2024-05-06,Completed,Maryam Siddiqui,Faisalabad,Pakistan,2024-05
5372,3619,2,1539.52,3079.04,Data Science Book Premium 3619,Books,1362.16,1633.33,2724.32,354.7199999999998,11.520473913947198,8473,2024-10-01,Completed,Danish Siddiqui,Quetta,Pakistan,2024-10
5373,5382,7,813.17,5692.19,Mouse Ultra 5382,Electronics,709.17,876.63,4964.19,728.0,12.789453619784302,1656,2022-08-12,Shipped,Zainab Siddiqui,Peshawar,Pakistan,2022-08
5374,7503,4,938.67,3754.68,Jeans Pro 7503,Fashion,632.11,976.31,2528.44,1226.2399999999998,32.658974932617426,433,2023-04-22,Completed,Danish Memon,Karachi,Pakistan,2023-04
5375,7371,3,1122.78,3368.34,Vacuum Cleaner Pro 7371,Home,833.93,1142.25,2501.79,866.5500000000002,25.726322164627092,6093,2022-10-20,Completed,Ahmed Hussain,Faisalabad,Pakistan,2022-10
5376,1714,2,2173.25,4346.5,T-Shirt Basic 1714,Fashion,1460.36,2302.7,2920.72,1425.7800000000002,32.80294489819396,1473,2026-07-05,Completed,Danish Ali,Multan,Pakistan,2026-07
5377,146,4,1979.78,7919.12,Backpack Pro 146,Fashion,1426.08,2321.25,5704.32,2214.8,27.967753992867898,8172,2025-02-22,Shipped,Sara Memon,Hyderabad,Pakistan,2025-02
5378,9500,2,438.88,877.76,Jeans Plus 9500,Fashion,324.5,509.81,649.0,228.76,26.061793656580384,1032,2026-07-31,Completed,Hassan Memon,Islamabad,Pakistan,2026-07
5379,4239,7,1282.09,8974.63,Smartphone Plus 4239,Electronics,827.4,1315.27,5791.8,3182.829999999999,35.46474896458126,3006,2022-08-19,Completed,Omar Buriro,Peshawar,Pakistan,2022-08
5380,3578,2,1144.87,2289.74,Sneakers Max 3578,Fashion,861.83,1236.69,1723.66,566.0799999999997,24.722457571602003,3290,2023-09-12,Completed,Hassan Siddiqui,Quetta,Pakistan,2023-09
5381,6211,4,1859.16,7436.64,T-Shirt Basic 6211,Fashion,1381.39,1862.38,5525.56,1911.08,25.698164762580948,4723,2023-08-23,Completed,Sara Malik,Hyderabad,Pakistan,2023-08
5382,2438,1,1694.06,1694.06,Perfume Ultra 2438,Beauty,1174.68,1919.38,1174.68,519.3799999999999,30.658890476134253,8570,2025-08-27,Completed,Hussain Buriro,Peshawar,Pakistan,2025-08
5383,1486,1,643.4,643.4,Face Wash Pro 1486,Beauty,551.43,672.93,551.43,91.97000000000003,14.294373640037305,5777,2022-05-04,Completed,Hira Memon,Doha,Qatar,2022-05
5384,5683,6,1581.22,9487.32,Webcam Premium 5683,Electronics,1379.86,1732.46,8279.16,1208.1599999999999,12.7344708516209,2867,2025-09-20,Completed,Danish Siddiqui,Islamabad,Pakistan,2025-09
5385,9885,7,47.64,333.48,Cricket Bat Max 9885,Sports,42.21,55.85,295.47,38.00999999999999,11.39798488664987,6412,2024-03-03,Completed,Omar Buriro,Faisalabad,Pakistan,2024-03
5386,4035,3,392.32,1176.96,Marketing Book Pro 4035,Books,270.61,433.51,811.83,365.13,31.02314437194127,5129,2026-03-28,Completed,Maham Chaudhry,Sukkur,Pakistan,2026-03
5387,6881,3,1760.91,5282.7300000000005,Jeans Plus 6881,Fashion,1393.62,2003.13,4180.86,1101.8700000000008,20.85796548375557,9720,2023-07-13,Completed,Ahmed Khan,Peshawar,Pakistan,2023-07
5388,4414,5,984.76,4923.8,Perfume Basic 4414,Beauty,719.04,1057.2,3595.2,1328.6000000000004,26.983224338925226,9585,2025-12-30,Shipped,Saad Mirza,Quetta,Pakistan,2025-12
5389,6844,2,682.76,1365.52,Tablet Premium 6844,Electronics,432.07,696.52,864.14,501.38,36.71714804616556,8889,2026-02-24,Pending,Danish Buriro,Rawalpindi,Pakistan,2026-02
5390,7199,2,1133.42,2266.84,Face Wash Plus 7199,Beauty,792.19,1134.73,1584.38,682.46,30.106227170863402,1697,2024-01-15,Completed,Maham Ahmed,London,UK,2024-01
5391,4517,5,2150.73,10753.65,Business Book Basic 4517,Books,1453.33,2306.17,7266.65,3487.0,32.42619947645683,2091,2026-03-02,Pending,Hira Qureshi,Quetta,Pakistan,2026-03
5392,4648,4,2333.17,9332.68,Blender Ultra 4648,Home,1488.08,2358.11,5952.32,3380.3600000000006,36.22067830462419,1854,2023-09-04,Completed,Hussain Buriro,Quetta,Pakistan,2023-09
5393,848,3,278.75,836.25,Vacuum Cleaner Premium 848,Home,198.85,284.21,596.55,239.70000000000005,28.663677130044853,5458,2025-01-24,Completed,Ali Hussain,Faisalabad,Pakistan,2025-01
5394,7999,2,889.39,1778.78,Jacket Ultra 7999,Fashion,784.77,1011.27,1569.54,209.24,11.763118541921992,8137,2026-05-03,Completed,Hamza Raza,Rawalpindi,Pakistan,2026-05
5395,9025,3,660.2,1980.6000000000001,Football Max 9025,Sports,627.15,773.03,1881.4499999999998,99.15000000000032,5.006058770069691,1579,2022-10-28,Pending,Maham Iqbal,New York,USA,2022-10
5396,113,6,2190.02,13140.119999999999,Headphones Ultra 113,Electronics,1493.53,2237.12,8961.18,4178.939999999999,31.802905909535067,9714,2023-11-23,Completed,Ayesha Buriro,Sukkur,Pakistan,2023-11
5397,564,2,1491.65,2983.3,Keyboard Premium 564,Electronics,1187.38,1593.59,2374.76,608.54,20.39821673985184,601,2022-04-01,Completed,Fahad Sheikh,New York,USA,2022-04
5398,6524,2,1687.24,3374.48,Jacket Ultra 6524,Fashion,1256.66,1745.67,2513.32,861.1599999999999,25.519783788909695,5200,2024-05-31,Shipped,Usman Raza,Multan,Pakistan,2024-05
